sentiment,text
negative,One light works the other won’t turn on at all now and yes I charged them. I can’t get the one working light to change color now. Not work the money.
positive,"The cup cover is cute, easy to install and sturdy."
positive,This is the 2nd one I now have 2 one on motorcycle and now on side by side...
negative,"I have cloth seats without heat, so these covers have and should continue to stay in place. I intend to leave them in place all of the time, and so the installation should be inconsequential, but the thigh strap design is questionable. There is no way to put the thigh strap around the bottom seat without un-bolting the seat, and trying to use the seat cover with the strap under my thighs was irritating, so I cut it off."
positive,"I keep on dropping food down the seat, this will keep it from hitting the floor"
positive,just what i wanted
positive,Pretty good as far as I can say right now. Giving it four stars because there were some cool whites - about three in the bunch of 30 that I purchased - mixed in with the warm white I specifically ordered.<br />Replaced 24 bulbs in my fifth wheel and I am so glad I did. They do put off minimal heat but nowhere near the heat the incandescent lights I had in prior to the change. The color of the warm white is pretty spot on with its incandescent predecessor.<br />Overall I couldn't be more pleased. Great price mixed in with a smaller draw on my battery equals a smart buy.
positive,Excellent items
positive,Very nice works great. Got it for a 2007 hhr. Works wonderfully. Arrived in great condition they took extra care in packing it.
positive,"Got these to compliment another pair of jack stands I own.  Certain vehicle services require elevating the whole car, and these did quite well.  Not too heavy to carry but solid in construction."
positive,Perfect fit
positive,Love this plate. Turned out great and done quickly
positive,These have saved me lots of money by allowing me to fix a lot of things myself. If you change spark plugs in vehicles you have to have these. They reach everywhere I need to get.
positive,Perfect fit.
positive,"It is awesome. I bought this for my husband who works in the music industry and it is just really cool. He loved it.<br /><br />Not too big and works great. Everyone loves it. The scents are hardly noticeable, which works great for me because I am allergic to everything. However for someone who is looking for something really strong to mask odor- this may not be the item for you."
positive,Yes
positive,"**** Feb 2020 Update ****<br />I have moved my review from 4 stars to 5 stars. I had complained about mild streaking in my original review (still listed in its entirety below). What I discovered is that my crappy old wipers left a slight residue on my windshield. Once that wore off the new wiper blades are giving me an incredibly streak free wipe. These blades perform better than the RainX blades I compared them too originally. I highly recommend this product.<br /><br />Summary<br />If you are looking for an affordable pair of wiper blades comparable to the Rain-X Latitude these seem to be a worthy buy. I find them almost as good on all counts listed below. However, I cannot vouch for the length of life yet.<br /><br />Full Review<br />I’ve used Rain-X latitude wipers on all my vehicles for many years and in some pretty harsh situations (I love to ski when the snow is falling). Those wipers have become my standard and for this review are what I am comparing these too. As the Rain-X wipers are getting more expensive I was looking for an alternative. The six month warranty, natural rubber, and extreme use claims of these wipers were what caught my eye. Since they came in a two pack for a very competitive price I decided to give them a shot.<br /><br />Shipping - A+<br />Though the order was not prime eligible they did offer free shipping. It only took three business days for the order to arrive. It was neatly packed and in good shape upon arrival.<br /><br />Installation - A-<br />There was a very nicely typed and illustrated installation guide in the box. They also have a YouTube video if that is not enough.<br /><br />These were not quite as easy to install as the Rain-X latitude blades. However, once they clicked into place they were very secure and looked just fine. I did not need the video to figure it out!<br /><br />Performance - A<br />At interstate speeds they do not clatter and flap in the wind. They stay on the windshield just like other high performance beam wipers.<br /><br />I haven’t been through any rain storms yet so I simulated one with a pressure washer. The blades seemed to wipe along their entire length and were very quiet. They left some trailing air bubbles which caused some minor streaking. I also have used them on a drizzly morning and again the wipe is across the whole blade but there is minor streaking. I think the jury is still out but my initial conclusion is that they are just slightly less good than my Rain-X Lattitude wipers. However, the lower price is currently making up for the slightly lower performance.<br /><br />Life - ??<br />I just installed these blades so I have no idea if they will hold up as claimed. Because the performance is so close to the Latitude wipers and the installation was relatively easy I think life will be the determining factor if these are the value I am hoping for. We’ll have to wait and see."
positive,good product
positive,Great decal. Seems durable. No problems installing.
positive,So far so good For a basic reader erases codes live testing basic unit but for the price I can't find any Issues obviously this is not a high end unit but so far doing everything I want
positive,These hood latchs are ok.  I would not say I am impressed with them. First they are not very secure very small tab that turns to lock. These are to make sure the hood doesn't bounce around when passing a truck and they do a good job of that.  I've had no issues unlocking them so far. Only issue I've had is when closing hood you have to keep the clips pulled out or they get under the edge of the hood.
positive,My husband wanted it for his 63 vette.  He really likes it..  It really looks great on the car. It gets alot of attention at shows.
negative,I like the product but it fits a little too loosely around the 2008 toyota Prius steering wheel.  it take some more time to wear in perhaps.
positive,"I mean, it pumps fuel?  My engine runs?<br /><br />Not sure what else to say. I haven't measured the flow rate to verify it's really doing 255 lph or whatever, but it resolved my hesitation issues with my failing factory pump."
positive,"The best filters, really. I particularly like that K&n welds the bolt on the tip, which makes changing and torquing it to spec on my 2014 FZ-1 incredibly frustration free."
positive,"So far the lights are awesome! Very bright and a great upgrade from the standard incandescent lamp style the truck had on it (F450 Utility body). Each has the license plate light so I spray painted over the side not in use. Standard wiring. Very easy to install, with some drilling required. Also did have to get an LED compatible blinker relay for it, still 5 stars."
negative,A little lightweight and a little awkward of a fit. It's ok for the price
negative,This shade is so cheaply made that it isn't even worth $5!  We paid over $9 and it was a big waste of money.  It's disappointing.
positive,Easy install. Perfect fit
positive,"Came when expected, fits great."
negative,Poor sticky tape. Had to use some glue to stick on.
positive,No Complaints.
positive,Great
positive,"I have put one on every vehicle I've had, I use them on motorcycles also. They seem to help but they do not seem to be as loud as they were in the past."
positive,Easiest way to replace the water pump in a GM 2.5 L motor.  Includes all baskets but the thermostat housing may be different. Check if your old one has a sensor with wires on it.  If it does you’ll have to buy this pump and a Speedo I thermostat housing. Good value for the money.
positive,"Sturdy rubber, not suuuper deep channels, but I think it'll work for Midwest snow. Good heft, don't feel like they're going to bend or curl. Fits perfectly on my 2014 3-door Yaris, including slots for the mat holders on the driver's side. No weird rubber smell. They look nice too."
positive,"Easy to use and smells great, unlike the chemical cleaners that used to make me gag! Cleans great!"
positive,This French press is made exceptionally well. It makes a great cup of coffee and looks great sitting on the counter as well. I am glad I went with this stainless steel model so I don't have to worry about breaking a glass model. I was very happy with the amount of coffee it makes (enough for my large travel mug plus some). It is very easy to clean out as well. I would not hesitate to buy from LeMeilleur again.
positive,So easy to get all my RV maintenance needs here on Amazon.
positive,"This is my 3rd set for differnt cars, and I like this product. I never had a problem with my first 2 sets that's why I bought another one for replacement if in case one of them worn out. This is worth the money."
negative,"Cushion arrived folded lengthwise, and after unfolding, there remained a crease in the foam that never leveled out, making it awkward and uncomfortable.  The cover was a poor fit.  Overall, the foam was of seemingly poor quality and didn't offer the support and comfort I was seeking.  It also had a very strong, gagging chemical smell that wouldn't go away.  Item returned."
positive,"Build are bright , but not as bright as others I have used."
negative,Does not fit on a 2007 Mustang Shelby GT500. Threads are to small.
positive,"All Betty anything is great. Please note the size of this poor Betty. I thought I could put her on my passaner side window to make it look like she's riding shot gun but alas... She is the size of a deck of cards.  Don't get me wrong, she's still amazing because you know, Betty, just know she's tiny Betty."
positive,Great. I need two more paks
positive,"If you’ve got an engine with a battery, this will charge it!  This unit is so small for the power it delivers! It will charge pretty much any kind of battery you’ve got. Car, marine, motorcycle, lawnmower… You name it. It’s a very small unit! It comes with all of the attachments that you would need. It is very easy to use and very intuitive. The only thing I would’ve liked would be a small bag For storage because it’s got a lot of attachments. If you know someone who works on engines of any kind, this would be a great gift."
positive,Easy install
positive,"I ordered this for my husband, because he told me to. He said it works."
positive,I had doubts they would fit properly but they were perfect and very heavy duty great value!!
negative,"Honestly can’t believe how bad these wipers are. From the first time I used them they were streaky (both wipers, not just one!). Lucky me, the wiper on the left side leaves a streak right where my eyeline is. Now after just a few weeks they’ve started making noise against the windshield too. I am going to have to buy new ones when I just put these on."
positive,I found several instructions on how to load additional remotes to my Ford and the third one worked great. So far no problems.
positive,"very good product.  The only short coming was that the screw didn't secure tightly to the cap, so applied some silicone glue to the cap to secure the screw into the cap."
positive,fits
positive,Worked just great with 1st job
positive,"Good fit, low cost. Like other users have noted the holes do go through the mats on the driver's side. Used in my 2012 Chevy Sonic hatchback. Cheaper alternative than Husky or Weathertec and I actually prefer the tread on these mats."
positive,"Great item and price.  Unfortunately, my Kohler engine died and now have a Kubota diesel."
positive,This product is exactly what i was looking for.
positive,My husband likes these for his vehicle. They're very absorbent and work well. They're soft and don't scratch his vehicle. They've also held up well with washings so far. He's been happy with them.
positive,I cut it to fit my son's Specialized Hotrocks bike and it works perfect. It was the same one I bought at the dealer when I got the bike a year ago but they cut it too short and the bike would constantly fall over. Amazing what a difference that extra inch makes!
positive,A life saver for my F150 with a 6.5 ft bed. Have hauled 20ft long decking boards no problem. Easy to install/remove.
negative,Fast shipping.They lie about the specifications though they do not pull the wattage claimed although though I would recommend them because seem to be well made and are rather bright wWould have gave them 5 stars if they told the truth.
positive,Fits perfect with the [[ASIN:B0007VCL2W CURT 13019 Class III Receiver]].
negative,Cheap
positive,It works as it says. easy to use and absorbs a lot of water.
negative,"Ever since CG went mainstream (Walmart, Amazon) their product and containers have gone downhill. They make the excuse for their terrible sprayers on supply issues and this expensive APC works no better than Simple Green. I'm going to stick with Adams and MG's for my detailing business! This is the 3rd strike for CG ... too bad"
positive,"Because of the appearance around the base of the ball, it looks a little less reliable than other mounts. Kinda low quality molding. But should hold up for my purpose."
positive,"I added it to my husband's car and currently, we only have the box of kleenex in it.  Due to the pandemic, we have hardly gone anywhere in the car to test it out!  It appears to be good to hold small, light items, but it obviously blocks the passenger from reaching into the back seat to get something.  As we use it, I will update the review if needed."
negative,"While it's better than light I had, was burned out, it not as bright as I expected it to be"
positive,Bello y muy facil de poner
positive,Like most OEMTOOLS they have some good stuff and some crap. This is a good one no problem taking off Gm Switches with this socket. Good Value
positive,Works as advertised
positive,I love this
negative,The company states that the product is made in the USA but the box i received the product in states that it was made in China. Ive already posted this comment and amazon told me they would not post my review for whatever reason. I got this product because I thought it was made in America..but it wasn't. The product works as stated though and they look good.
positive,just as described. good product - no problems.
positive,Practical things.
positive,Look exactly like OE
positive,I purchased two of these -one for my husband and one for my son-in-law.  They both love guns and loved the sticker.
negative,I bought these because on a popular auto parts site they were marked as a favorite. They seemed great in improving the ride on my Vibe after they got installed. But after a month they seem to not be living up to the purpose I bought them for. The ride is very rough now especially over rougher roads and almost unstable feeling. The smoothness is not really there anymore.
positive,put it in
positive,"I know this is for a corvette but I put it on my Mercedes SLK 350 and it fit perfectly (sorry Vette guys! lol, ""wanna race""!). It's actually pretty heavy gauge and bright chrome finish. Very nice looking!"
positive,Working well with 2020 cx 30 key
positive,"I gave 4 stars because its built quality and low price.  For the battery maintainer, it should be designed as steady &#34;half-battery LED&#34; means machine powered and ready, blinking &#34;half-battery LED&#34; during charging, and steady &#34;full-battery LED&#34; when fully charged and on maintaining mode.  There is no LCD or LED display to check, so you really never know whether it is working or not until next morning or bringing your voltmeter to check on battery hours later."
positive,They work
positive,AAAAAAA
positive,They fit I've had a chance to test them out yet since it is close it's not so once he's in yet got to wait a while before I can
positive,Had to drill bigger holes
positive,Nice product but make both wires the same long length. I had to add length to the short  one. For perfectly in rv bathroom.
positive,perfect for 2002 Camaro. No squealing
negative,I mean they are better than nothing. But they are definitely on the cheap side. Fabric is cheap and the metal wires get twisted and they don’t fold up right. I would spend a little more and get a quality one. Eh I’ll just wait till these totally break and get better ones. Lesson learned.
positive,I would highly recommend this filter.I used the HP-1008 for my Rx8<br />The filter allso has a nut on top which is very usefull to tighten it.
positive,It would have been nice if the two jumper wires would have been included
positive,Replaced SBC battery in 2006 Mercedes Benz E350 (W211).  Cured the issue of the red dash light (Battery - visit workshop).<br />This was to replace the small battery by the cabin filter. The original Mercedes Benz battery corroded the Positive post off. As soon as I took it out it broke off. This battery was prefect to replace it with.
negative,It doesn't come with a bracket to attach the plug to bumper or hitch. Do they think the plug should just hang in the breeze?
positive,"I don't know what else you'd say. I looked up the proper part number for our Kawasaki Mule and ordered this one, and I got it right. My husband installed it, and it was a little tricky - and there instructions not all that helpful (hence, the minus one star), but we got it in there and it works."
negative,"This is just what I needed after I tweaked my last visor in a crash. But 50 bucks for a flimsy, molded piece of plastic!<br />Seriously,... that's just ridiculous. And unacceptable. This shoudl've cost no more than 15 or 20 dollars.<br />Very upsetting."
positive,Arrived very fast and fit perfectly.  Seems pretty close to OEM.  The rubber pad stretches on to the existing pedal snug without any adhesive required
positive,"husband says it worked well, good price"
negative,"Head lights are ok BUT turn signal light on passenger side did not fit due to Factory fluid line of some kind, so I had 3 options<br />1 send everything back and keep looking<br />2 use head lights and 1 new turn signal<br />3 use the new head lights and use the old but working turn signals<br />The new ones are shaped differently on the back<br />I was able to adjust the headlights"
positive,Works great.  Needs something to keep snow out of keyhole.
positive,great product at a great price.  worked with no issues
positive,"Decent product. Great price. I put a couple of tools in there. It scuffed my fender. Interferes a little with my headlight beam on my DR650. If the load shifts inside the bag, the straps will become loose and the bag  will fall off."
positive,good buy
negative,Does not last very long. Maybe an hr or two after your last spray
negative,Way to big to fit within a H1 fog light housing. Not sure who wrote the description but it doesn't fit.
positive,Looks and fits just like my original. 1999 Outback.
positive,"These seat covers are amazing. When I first got them I worried that they may not fit properly or would be scratchy and uncomfortable to sit on but they are actually pretty comfy and were super easy to put on. The reason it only got four stars is because in the back bench seat there isn't a hole for the middle buckle and for the 2015 Nisan Versa I'm not able to tuck it in or strap the bottom bands properly on the two front seats. The bands are easily hidden and I haven't had any issues with the seat covers staying in place. If you like the look, highly recommended!"
positive,It's perfect for the price. Love it! I didn't notice that the piece that holds the phone adjusts vertically but now I do! Fits good on my 2009 cobalt
positive,It’s great to let people know they need to be patient with her!
positive,Perfect parts to rebuild my audi caliper. Way cheaper than a new caliper.
positive,"This is the one you want if you need the gear.  Bolted in in a few minutes, working great on my caddy lid."
positive,Worked great at burning man.
positive,Great for spring rain and wind
positive,I purchased these to replace standard filament bulbs in my 2016 Hyundai Sonata dome and trunk lights. These bulbs produce a really nice pure white light. I do not see much blue in their output. To me they are perfect. Can't beat the price either.
positive,"You can spend more, but the cheaper brand is just as good.  Why spend more when you have to change the filter every 15,000 miles."
positive,"Spray this stuff on, rinse it off, and tada you have sparkling wheels.  Works great with painted rims, not sure on how it works on other styles of rims."
positive,"Ordered this as extra storage for a box trailer I have built into a camper/toyhauler. Welded to the tongue and does great for cables, cords, hoses, etc. Welded some flat bar around the back to hold gas cans too."
positive,"Effective and efficient, sticks great you can add double layers were needed, made a huge difference in my wifes Rouge"
positive,Very good quality - thought it wouldn't look as good as it does!  Nice surprise
positive,Fit perfect
positive,this stuff is unbelieveable for cutting through old rust and great for keep things from rusting. IT REALLY OUT DOES THE REST.
positive,very good
positive,"Easy to assemble, and moves a  7 x 12 enclosed trailer easily."
positive,"worked as described!  No issues, would buy again"
positive,Strong and seems to be made of quality materials
negative,"As others have stated in previous reviews, these are not as bright as GE states."
negative,Wrong connector end for brake pad wear indicator and you can feel cross drilled and slotted marks while braking! Spend more money and get better parts! Avoid
positive,Fit like it was mentioned to very happy with it.
negative,too expensive
negative,Don’t Waste your money both headlight bulbs blowed within two weeks in a Chevy equinox 2008 model
positive,Rather than buying 12 oz at a time buy in bulk.  Works great
positive,For the price they are great. Way cheaper compared to oem. Fit very well and almost identical to the original. Maybe half a shade darker than the green gas tank. Shipping was faster than expected. Would highly recommend. Would buy again.
positive,"This is a decent way to create a little organization within a vehicle, but it's not the sturdiest of items. I was a little surprised when it arrived. It can be expanded/shortened depending on where you want it. The short version can fit in a seat or the longer version might be better for the back. We've been using ours in the back of our van, as the fully expanded version. It's a nice way to hold groceries and it helps keep them from rolling and tumbling out of the bags. I wouldn't overly recommend it if it's something you're hoping to transport items within. I don't think it's durable enough for that purpose, unless they're super light. As a way to simply hold items wihtin the vehicle, though, it's decent."
negative,"Not super clear and kind of a darker red than the lights, and not super sticky, will have to reapply periodically"
positive,My husband loves these
positive,Greasy and good!
positive,Fit my 2002 Mini Cooper- cheaper than finding an OEM or a generic from Autozone. Happy to get it from here. Since these are supposed to be replaced during every oil change (because BMW are jerks) it is good to know they're good here.
negative,It's not as bright as the pictures. It's really not good quality. Dollar tree probably could have made it better.
positive,"My beloved 1999 GMC Suburban threw me for a loop when the headlights, dash lights, and tail lots stopped working.  What the heck?  Turned out to be the simplest of repairs...just replace the entire headlight switch.  A quick read of reviews for the few that seemed appropriate for my vehicle quickly convinced me to spend the money on the ACDelco product out the gate.  I didn't want to be dealing with a driving curfew again.  Anyway, the part arrived quickly, and, after watching a few YouTube videos showing the installation to be really simple, I headed for the garage to switch out the switch.  Honestly, it was more harrowing to get the dash front off than it was to replace the switch.  It was truly a five minute repair.  So glad I did not bother with a shop.  Now I can drive at night again!!"
positive,Works as advertised.
positive,Looks great with blue led lites in them
positive,Great mid-priced filter. Item is just like shown. Perfect/easy fit. Works as advertised.
positive,Fits fine.
positive,Nice product
positive,Easy installation it’s perfectly.
positive,These were great to give my 17' highlander an upgrade from the dull look in the back. I minus a star because the adhesive was just useless.  And still even with added adhesive the chrome still had gaps at certain parts. It didn't fully attach to the bumper. I followed a reviewers advise to warm up the adhesive and it worked great. Just make sure to clean and dry the area being mounted beforehand.
positive,"I absolutely love this product. The package came in on time and in perfect condition, all the pieces where included in the box! It was exactly what I ordered and needed. The hinges are made of a sturdy, heavy metal and very easy to operate . Very easy and quick  to install (even for a woman)with the directions included. I would definitely recommend this product to any Jeep owner. I would say I would buy again, however that wont be needed, good quality lasts a lifetime!!"
positive,Worked better than expected
positive,Looks great on my 2013 Jeep. Matte tone just like I’ve been looking for so a perfect match to my top and fenders.
positive,Wonderful product.
positive,"The nylon outer cover on the socket prevents scratches to your wheels should the socket slip, I have not used it with an impact gun so I can't comment on that (but it is supposed to be fine)."
positive,Nice quality and cute!
positive,"I bought this for my rav4. My lighter port is occupied by a car camera and the USB port provided in my car offers wimpy power, to say the least. I recently installed a cordless charging phone holder, but, given the limited. power I was getting from the USB port, it acted more like a glorified phone holder. It didn't appear to charge my phone much at all. Now, not only do I have better wireless charging power through my phone holder, but I can also plug a cord directly into my phone to get even faster charging when I need it while maintaining power to my holder.<br /><br />I waited several weeks to install it because it has been hot out and it requires quite a bit of dismantling of my center console. As a middle-age single woman I am unskilled in such things and I waited for a cool morning before going for it.<br /><br />Thankfully I found a YouTube video by Donny the Late Model Tech that showed me exactly how to install this without having to take the console completely apart.<br /><br />It still wasn't as easy for me as he made it look. It took me longer to do - some of the car pieces didn't pop out as easily for me as they did for him. But I did it! The one place I needed a hand from someone was to unplug the wire under the console piece that sits directly over the gear shift. I didn't want to damage it trying to pull it out one-handed while holding the console piece with the other hand.<br /><br />Though I was sure I wouldn't like the LED lights on the Dual Quick Charger, I haven't found it to be a distraction at all and it has the benefit of letting me know it's installed properly.<br /><br />It has only been in for a week, but so far, so good! My son has had one of these in his car for months and has had no complaints.<br /><br />The biggest deal for me was getting the thing installed and the video allowed me to install it myself with confidence."
positive,These are great!  They look much better than the black plastic caps that come on new tires!  Great price too!
positive,Good looking and durable and very easy to trim to fit with just a pair of scissors.
positive,"Great, easy to install maintenance item on the RV. Old stuff had shrunk up over the years. This was an easy upgrade around the slide out. I have two more sections I need to replace due to shrinking of the factory stuff."
positive,"Worked perfectly. Replaced the shift solenoids, TCC solenoid, trans temperature sensor, pressure switch, and pressure control solenoid inside a 4T65e trans on a 2004 Buick Lesabre, and decided I might as well replace this since it isnt fun taking the transmission side cover off."
positive,Excellent cover
positive,Easy to install and seems very durable. The price was excellent and I’m very pleased with how it looks and how it folds.
negative,appears to be knock-off.  There was no 3M logo on back.  There was no vvivid logo on the back.  Do not buy.
positive,"We were about to pay $75.00 to have a new key made for our 4-wheeler, but we decided to try replacing the ignition instead. So glad we did. This was an easy switch, and for the price was well worth the buy"
positive,The only thing I would change is that when I saw the original post of this product it did not have USS Enterprise at the top. I just feel that was more subtle.
positive,"The only thing I didn’t like was the color was a little off of what I needed. But other than that, it’s a good fix for a broken car piece."
negative,as described
positive,Still deciding where I want to apply it.
positive,"I bought this for our 2006 Tucson which needed both bulbs replaced. I may pick up a couple more so I have them in stock since the auto store by me wanted 3 times as much for the same type of bulb. Also, unless your vehicle came with LED License Plate Bulbs, I would stick with this type of bulb. I have heard that it can cause issues with your vehicles lighting system if you run LED's when it doesn't call for them. I'm sticking with this type of bulb so I don't run into issues."
positive,Glad I purchased this cover!
positive,After 13 years I had 2 seals leaking oil on our LR3.  These were a perfect fit.  Half the price of the OEM part (probably made and packaged in the same factory).  Here is to 13 more years of no more leaking seal
positive,We purchased a set for every car.  Keeps your belongings where they need to be and not your hand searching for them while driving.  I will always keep these in my car.
positive,Nice bag for $10...not so nice for its original price
positive,Excellent OEM Toyota owners manual cover at a great price! Thank you!
positive,"With the recent snow events along the eastern and mid-western areas, this is a necessity. East to assemble and use."
negative,Doesn’t work
positive,Must have for every diesel owner.
positive,Great
positive,Everything you need to make a small fiberglass repair.
positive,Perfect easy fix for 2004 Dakota tailgate. This was a perfect match lengthwise with my OEM cable on the opposite end. I did not need to replace them both but I know others reported differently.
positive,We ordered the wrong light so I can not give a review
positive,"I needed a belt for my 1996 zrt 800. I ordered one from Fix_My_Toys and it Arived exactly when they said it would , a great deal on an original arctic cat belt. Most places wanted almost double what I paid. Very satisfied , and the belt works great!"
positive,"Great tool to remove bathroom sink faucets.  I believe ours from Home Depot were from Home Decorators brand. Not sure why HD, Lowe's, nor Ace carry this tool in stores or online and we have to come online and purchase it on Amazon from overseas."
positive,"AC Delco, OEM fit for 01 Sierra.  Cheaper than replacing gaskets."
positive,gave this to my friend for christmas he  really  likes it and all the fetures he's said it works  perfect
positive,Key and local automotive locksmith was over $200 less than the dealer wanted for a second key. Locksmith cut and programmed in about 10 minutes. This is exactly the same key as my Mazda 3 came with.
positive,"The installation was easy since i been doing a lot of screen protection installation.<br />The only issue i had was it will randomly touch the bottom part right after the installation, but after few days there is no more error and everything is working well."
positive,"nice gadget, works great"
positive,Great product
positive,Love it! This stuff is great! Used it on my 1965 Pontiac GTO to prep for a car show and it shined better than almost every other car in the show. Of course the car did have a pretty good coat of wax on it already!
positive,"Very nice, bought these for my f30 bmw and they fit perfect and are very durable.  Bought them in 2018 and they still look new."
positive,"The instructions say to wear gloves, I wore two layers of the disposable flimsy kind because my skin is sensitive. This stuff works great on getting the hard water off your truck windows. I followed directions and it worked great! Got a little on my arm and in wasn't pleasant but I would purchase again and make sure I had long sleeves on or long gloves."
negative,"Seams well made, but didn't use.  Won't fit large tread tires, chain falls between tread, and you are still using just the tread."
negative,"I like everything except that it sheds, and I wear black a lot, so I don’t think that would work for me"
positive,worked out great.
positive,I really like the cover very affordable and so far works perfect keeps motorcycle protected
positive,Good price! Works with my Craftsman battery tenders.
negative,The sticker was easy to apply and came on time.  I should have read the ad more carefully.  The writing is white and does not show on a light surface.  I had to color it in.
positive,This has made my life easier when loading up dirt bikes. I love this tie down rack. After install it took me 5-10 minutes to load 3 bikes by myself. The bikes were secure with no movement and no more fitting the bikes in the truck like a puzzle.
positive,Purchased for our BMW X3 and it looks wonderful! Works wonderful as well
positive,"Couldn't wait until my stickers arrived.  Put them on a car window, any window.  Easy to apply, just takes a couple minutes and presto everyone knows who you don't love.  NOBAMA STICKERS A MUST FOR ALL REPUBLICANS"
positive,"great price, easy to clean out spilled liquid"
negative,"Made of cheap plastic. They break easily.  At least they cost under $20, you get what you pay for"
positive,Absolutely LOVE the look of these mirrors! Used them on my 2015 Honda Grom and they look so much better than stock!
negative,"This cover looks good. After that all I can say is it leaks, my dealer replace the first cover on there own, BAC did not reimburse them. You could see daylight through one hinge, about a 1/2 inch hole. The second cover leaks in five different spots, where the panels should be sealed. It is just put together wrong, after my dealer showed BAC the video there response was it's not guaranteed to be water proof. These are not small leaks I cant carry my tools or luggage in the bed of the truck. No repair, when I called BAC myself I was told they only talk to dealers about warranty claims. Be cautious of this company and check reviews at multiple sites, it seems to me the quality is dropping and old good reviews are keeping their ratings decent."
positive,Love it thanks
positive,"I love cute kitchen towels, but the flour sack kind seem to come treated with something that makes them less absorbent. The cheap ones I bought at the store got stained and wore out. THESE babies are great! They absorb fast and resist stains. This sounds like a commercial, but they make cleaning up the kitchen counters and appliances so much easier. Well worth the money!"
positive,"The concept to hold the phone is good, I like how it's spring-wound retractable so it actually pulls the arms back to itself instead of just staying where you pulled it out. So, you have one selling point of it keeping tension on your phone making it secure. The second selling point is they give you replacement foam pads to prevent hard contact with the holding pad. The next best feature is the extra rubber grippers for sizing your bar just right. I included pictures of how my mount went. I used 3 out of the 4 rubber slips as my bar didn't require them all, as you can see I used the 4th rubber pad to wrap around the tension knob and put a zip tie around both to prevent the knob from loosening over time from the vibration of the bike.<br /><br />I also put a small zip tie around the base that secures the clamp to the bike, even though the screw and nut are metal...the plastic the screw goes through can grind over time. If you have a $500+ phone you don't want to take chances!<br /><br />Otherwise, my only big gripe is if you have a stick on anything on the back of your phone. This base won't hold it very well. If you have a pop socket or like me; a metal ring you slide your finger through. It makes your phone stick up too far from the base and the arms won't go over the 2 corners. You have to manually pull the two upper arms forward and bend them in slightly to make it contact the phone. Which in my mind starts to strain the phone glass and bend the metal on the arms. You will need to remove anything from the back of your phone for this holder to work! Or risk bad things!<br /><br />I found a black rubber strap from a journal that fits perfectly over the phone holder and phone, just as an added precaution in case the arms give out. Thin enough you can see the screen and hold the phone securely.  I test rode without anything on the holder for about 15 miles, didn't pay close attention to the vibration. But the holder didn't move at all for the position. I'll give it a try with my old phone first for a few weeks, then send an update. :)<br /><br />Update: I tried three 20 minute rides with the phone in mount (on terrible low funded streets), still leery on not going with out the rubber strap in case something fails as I'm not about to remove my finger ring from the back of the phone case. Otherwise, the method I used to secure the holder to the bike is tight! No loosening or shaking, and the arms held the phone very well. Maybe one day I'll not use the rubber strap and see how it goes...Make the corners on the arms deeper for thicker cases and they will get a 5 star rating!"
negative,arrived with a hole in it
positive,"Looks great, works okay so far.  One reason I wanted this was safety.  The stock antenna seemed like It posed a hazard to someone’s eyes."
positive,I never had issues with uro parts. 25k on their front end parts and so on. their on par with oem parts. my old crank case valve was very cruded up and original to my 1.8t passat. replaced it and  i see no difference  but its a piece of mind thing and  its a cheap part for your emissions system so why not.
positive,"Excelente compresor de aire, infla tu llanta muy rapido, puedes poner tus libras de aire, luz para la noche, accesorios, envio  a tiempo."
negative,These are not made in usa or they would of said it on bearing and box.  Doesn't even say country made in probably China
positive,Good
positive,Item as described. No replacement instructions but fortunately  I have replaced a similar face shield in the past
positive,Exactly what I wanted
positive,"this was a birthday gift. It has been incredible. Always dependible, it is a must have for riding lawnmowers, go carts, tractors, and my pick up truck. would get another one in a heart beat."
positive,Fast shipping a good quality.
positive,Needed parts
positive,Attractive and very useful. Hardy. No problems so far.
positive,"I bought this to keep my purse secured, but out of my way.  The holder is easy to install.  It completely supports my purse securely.  It will not roll out or fall out.  No one can get at it, but me. Wish I bought it sooner."
positive,Very fast first class delivery<br />And a very nice product
positive,Fit perfectly! It was very easy to install and works like a charm. I used the on a 03 silverado ss and had no issues. Great product and very good experience.
positive,This was an excellent purchase for a replacement prt that was needed. Will purchase again if needed.
positive,"My Porsche Tech told me about this product after I told him I had noticed an occasional rough engine idle. I now use it every time I fill up my 2015 911, and the engine runs smoothly with no idle problem. The gas that is sold these days is junk and made worse by the addition of ethanol which naturally absorbs water. Adding ethanol to gas was a dumb idea, but this product really works. I use 2 ounces per fill up. Good protection for the entire fuel system."
positive,Thanks!!
positive,Love my tough jugs. Dropped mine while filling my tractor from almost six feet off the ground while still fairly full of diesel fuel and broke the nozzle. Sure glad there are replacement pieces these things aren't cheap but worth it
positive,"Delivered early, fits my larger 4-gallon Clark tank perfectly, is super sticky, and gives my bike a retro 90's look.<br />Update:  8 days after installation.<br />Bubbles up on a plastic tank, and isn't smooth anymore. Im not sure if they will re-adhere after they get wet. Not a big deal as it's not a show bike."
positive,Work very good. Really loud!
positive,Easy install with a little patience and not much mechanical experience needed.  Saved a ton of money and everything seems to be running fine.
positive,"great for filling my fresh water tank...can slowly fill and leave while i do other things,, great product"
negative,I looks really good on my car but it was never sealed when I got it. Lucky I got the Mail right as the post man came by.
